dataset,scope,label_value,feature,n,mean,std,median,min,max,IQR
dataset2,record_overall,,Jitter_rel,240,0.5839868958333334,0.5357687380300021,0.48145499999999997,0.14801,6.8382,0.383425
dataset2,record_overall,,Jitter_abs,240,4.4487791666666666e-05,4.5204534782219786e-05,3.53445e-05,7.07e-06,0.00054986,3.6917249999999996e-05
dataset2,record_overall,,Jitter_RAP,240,0.0031722854999999997,0.003372733592735837,0.0023365,0.0006783,0.043843,0.002127825
dataset2,record_overall,,Jitter_PPQ,240,0.0035316560416666664,0.004449489055086396,0.0028695500000000002,0.0010358,0.065199,0.0021239249999999996
dataset2,record_overall,,Shim_loc,240,0.03842819916666666,0.023212977735757048,0.0329595,0.007444,0.1926,0.021139125
dataset2,record_overall,,Shim_dB,240,0.33683213749999996,0.20590452798972486,0.287885,0.064989,1.7476,0.188075
dataset2,record_overall,,Shim_APQ3,240,0.02149948083333333,0.013786818688051435,0.018571499999999998,0.0033436,0.11324,0.01287425
dataset2,record_overall,,Shim_APQ5,240,0.023468271666666665,0.014402116745153638,0.0198975,0.004103,0.12076,0.012914000000000002
dataset2,record_overall,,Shi_APQ11,240,0.0286712025,0.01660995817131137,0.0249085,0.006459,0.14244,0.014577249999999993
dataset2,record_overall,,HNR05,240,59.32820302666667,14.541945664993955,59.742329940000005,22.22472337,101.2063256,18.127742272499994
dataset2,record_overall,,HNR15,240,63.67458251516667,15.621194593270493,64.84401936,26.27402854,109.6511166,19.201896787499997
dataset2,record_overall,,HNR25,240,74.19847797195833,16.44256632534977,75.457857985,33.15610089,120.7128299,21.772946225
dataset2,record_overall,,HNR35,240,80.18723973504167,17.18776530020686,80.992704105,36.49402455,128.2893253,22.50660981249999
dataset2,record_overall,,HNR38,240,81.50540439104165,17.39583000033283,82.35411945999999,36.90821272,129.9852356,23.065416567499994
dataset2,record_overall,,RPDE,240,0.3105173146708333,0.06563922360736207,0.3050538315,0.162762255,0.535952675,0.08605608350000005
dataset2,record_overall,,DFA,240,0.6129108417791667,0.07777993587394026,0.6065018055,0.411359249,0.784375725,0.10438724875000005
dataset2,record_overall,,PPE,240,0.27195832174999995,0.22985109938820822,0.2464863955,0.004126692,0.908395006,0.3645910192499999
dataset2,record_overall,,GNE,240,0.9178011113958333,0.033910839523828784,0.912809336,0.847306858,0.987291843,0.055071168749999955
dataset2,record_overall,,MFCC0,240,1.3457641852291666,0.2092073498232293,1.3409064585000001,0.770151479,1.949102752,0.2821757627500001
dataset2,record_overall,,MFCC1,240,1.3022915589583335,0.2356404589640579,1.2947785895,0.725521594,1.835650635,0.32497116849999985
dataset2,record_overall,,MFCC2,240,1.2890889495375,0.2595438433660977,1.2986447105,0.569471005,1.928430084,0.3569847450000001
dataset2,record_overall,,MFCC3,240,1.3492697586916667,0.21553790427602093,1.3387914075,0.727609204,1.857084447,0.2844096292499998
dataset2,record_overall,,MFCC4,240,1.3543169911875002,0.21237594247371325,1.342906937,0.771258572,1.840846186,0.27913836300000017
dataset2,record_overall,,MFCC5,240,1.338350189,0.21622477754917857,1.3317941155000002,0.611540327,1.976152697,0.2744851235000001
dataset2,record_overall,,MFCC6,240,1.3347735651250001,0.20740178809964507,1.323244608,0.829086729,2.000782883,0.2483825919999998
dataset2,record_overall,,MFCC7,240,1.3399384086416666,0.21646688226063024,1.3219391329999999,0.653564839,2.016728376,0.2975381452499999
dataset2,record_overall,,MFCC8,240,1.3547709245416668,0.21495194788606328,1.340257988,0.839535492,1.918429491,0.26185243999999996
dataset2,record_overall,,MFCC9,240,1.3462048905416668,0.20352741478788244,1.334705713,0.823631532,2.039575569,0.2654431167500002
dataset2,record_overall,,MFCC10,240,1.3460937499208334,0.21077634854211458,1.3382130724999999,0.813606695,2.071291218,0.23743007375000014
dataset2,record_overall,,MFCC11,240,1.3553882067833334,0.21560090511818397,1.3565283885000001,0.823156778,1.983561099,0.3108817964999999
dataset2,record_overall,,MFCC12,240,1.3381950473875,0.20451093965653677,1.3384515389999998,0.844357242,2.029981726,0.276588265
dataset2,record_overall,,Delta0,240,1.3389387399125,0.22220624689627974,1.3336066965,0.620844715,2.028055601,0.284691547
dataset2,record_overall,,Delta1,240,1.3350401518916664,0.22333466699205823,1.341507117,0.647406448,2.02128734,0.30318635974999997
dataset2,record_overall,,Delta2,240,1.3424668605499999,0.22723190535652973,1.323866351,0.628106821,1.979858066,0.29565538975000005
dataset2,record_overall,,Delta3,240,1.3432376311125,0.1981744902353499,1.3510153704999999,0.766457847,1.860588485,0.28025393099999985
dataset2,record_overall,,Delta4,240,1.3489138882958334,0.2120082939105542,1.3422374315,0.840132601,2.038241245,0.24918582700000025
dataset2,record_overall,,Delta5,240,1.3377171917125,0.20497787889871152,1.337232688,0.741689552,1.785984309,0.28772879949999997
dataset2,record_overall,,Delta6,240,1.3417856400541666,0.20940688258184173,1.338437278,0.75968897,1.988090082,0.3026586325
dataset2,record_overall,,Delta7,240,1.3408950193791669,0.21368932204712457,1.344415916,0.764648558,1.872799251,0.2962516932500001
dataset2,record_overall,,Delta8,240,1.3439776320916665,0.21136363402824482,1.335517476,0.762797762,1.920131296,0.30347372974999987
dataset2,record_overall,,Delta9,240,1.3414721450666667,0.20408454702218704,1.349242618,0.811942093,1.943331322,0.2858149305000002
dataset2,record_overall,,Delta10,240,1.3314333314958333,0.21129667559823698,1.333344885,0.777011867,1.949679031,0.2801920897500001
dataset2,record_overall,,Delta11,240,1.3463813603750003,0.22148425911683062,1.347297446,0.643132105,1.918392362,0.3041493500000001
dataset2,record_overall,,Delta12,240,1.3461443280749998,0.20881893367296153,1.3312117235,0.748411264,1.930102904,0.2686762437500001
dataset2,record_by_label,0,Jitter_rel,120,0.48218608333333335,0.2671167043541737,0.41361000000000003,0.14801,1.66,0.32722
dataset2,record_by_label,0,Jitter_abs,120,4.012203333333333e-05,2.8372564547295968e-05,3.53445e-05,8.16e-06,0.0001548,3.60295e-05
